"as_at","year","month_number","offence_category","offence_type","alcohol_involvement","dv_involvement","reporting_region","statistical_area_2","number_of_offences"
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tanami",7
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",2
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",5
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Virginia",2
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"Nhulunbuy","",2
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",17
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",21
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",22
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",6
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",69
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,1,"Darwin","",74
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Darwin","",78
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Katherine","",14
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Barkly",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",1
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",26
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",6
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",16
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",17
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Howard Springs",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Humpty Doo",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",6
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",7
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",18
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",20
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",11
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",13
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",9
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",10
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",15
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Nhulunbuy","",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",20
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",22
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",11
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",20
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",21
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,0,"Darwin","",39
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Darwin","",41
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Katherine","",13
"3/02/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Katherine","",14
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Katherine","",15
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Daly",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Gulf",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Sandover - Plenty",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Thamarrurr",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tiwi Islands",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Victoria River",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Weddell",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",1
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",13
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",14
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",7
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",63
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,1,"Darwin","",63
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Darwin","",64
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Katherine","",39
"3/02/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Katherine","",40
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Katherine","",41
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Alligator",5
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Barkly",2
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",3
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",4
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Elsey",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",9
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Howard Springs",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Humpty Doo",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Sandover - Plenty",1
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Thamarrurr",12
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tiwi Islands",5
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",6
"2/01/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",7
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",6
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",8
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Weddell",2
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",4
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",5
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Yuendumu - Anmatjere",3
"1/11/2024",2024,9,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",30
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",31
"3/03/2025",2024,9,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",22
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",27
"3/02/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",28
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",29
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Darwin","",59
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Darwin","",62
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Katherine","",16
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Alligator",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Barkly",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Daly",2
"3/02/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Daly",3
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Elsey",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Gulf",5
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",5
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Humpty Doo",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Petermann - Simpson",4
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Sandover - Plenty",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tanami",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",7
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",7
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Virginia",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",4
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",5
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",24
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",11
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",62
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Darwin","",56
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Darwin","",58
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Katherine","",19
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Katherine","",20
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Barkly",7
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",22
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",10
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",24
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Howard Springs",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Humpty Doo",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",6
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",8
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",24
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",7
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",8
"2/01/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",7
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Virginia",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Weddell",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",18
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Nhulunbuy","",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",19
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",8
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",15
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"Darwin","",30
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"Katherine","",14
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Alligator",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","East Arnhem",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Elsey",4
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Gulf",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Howard Springs",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Thamarrurr",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Victoria River",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",22
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",7
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",69
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"Darwin","",69
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"Katherine","",51
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Alligator",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Barkly",4
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Elsey",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",7
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Humpty Doo",1
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Sandover - Plenty",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tanami",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Thamarrurr",14
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tiwi Islands",3
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",5
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",6
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"Nhulunbuy","",4
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",33
"3/03/2025",2024,10,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",31
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",45
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Darwin","",67
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Darwin","",74
"3/02/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Katherine","",9
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Katherine","",10
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Alligator",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Anindilyakwa",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Barkly",4
"3/02/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Barkly",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Daly",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Elsey",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Gulf",2
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",19
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",21
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Humpty Doo",4
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Petermann - Simpson",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Sandover - Plenty",7
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tanami",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",7
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",4
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Virginia",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Weddell",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",3
"3/02/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",4
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Nhulunbuy","",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",21
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",5
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",51
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",53
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Darwin","",59
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Darwin","",60
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Katherine","",22
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",4
"3/02/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Barkly",4
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Barkly",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",19
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",3
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",15
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",17
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Howard Springs",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Humpty Doo",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",9
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",4
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",12
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",13
"3/02/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",23
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",24
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",6
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",8
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Virginia",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Weddell",1
"3/02/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",13
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",14
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",6
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Nhulunbuy","",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",27
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",28
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",8
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",29
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",30
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Darwin","",28
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Katherine","",14
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Alligator",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Barkly",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Daly",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Petermann - Simpson",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Sandover - Plenty",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Thamarrurr",1
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tiwi Islands",4
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tiwi Islands",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"NT Balance","West Arnhem",2
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",8
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",9
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",15
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",8
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",66
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",67
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Darwin","",70
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Darwin","",71
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Katherine","",50
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Alligator",7
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Barkly",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",4
